incident_id,site_id,incident_date,category,severity,device_type,issue_type,resolution_time_hours,status,root_cause
INC002485,SITE006,2026-02-14,Provisioning,P4,Soft Client,Dialing Issue,1.48,Resolved,Network
INC002486,SITE011,2026-07-13,Registration,P3,Room Device,No Audio,2.09,In Progress,QoS
INC002487,SITE010,2026-05-17,Call Quality,P3,Mobile,Provisioning Failure,1.75,Resolved,QoS
INC002488,SITE009,2026-04-30,Call Quality,P2,Desk Phone,Provisioning Failure,11.46,In Progress,Network
INC002489,SITE017,2026-07-25,Registration,P2,Soft Client,Dialing Issue,2.0,Open,User Error
INC002490,SITE013,2026-05-11,Audio,P4,Room Device,Poor Call Quality,3.43,Resolved,QoS
INC002491,SITE003,2026-07-05,User Configuration,P3,Mobile,Registration Failure,3.27,Resolved,QoS
INC002492,SITE026,2026-03-29,Network,P1,Room Device,Registration Failure,2.34,Open,QoS
INC002493,SITE023,2026-05-29,Audio,P2,Mobile,UAT Failure,3.72,Open,QoS
INC002494,SITE010,2026-01-20,User Configuration,P3,Room Device,Registration Failure,2.57,Resolved,Device Issue
INC002495,SITE014,2026-03-19,UAT,P4,Room Device,One-Way Audio,5.49,Resolved,User Error
INC002496,SITE001,2026-04-25,Codec,P4,Room Device,Registration Failure,5.94,Closed,Unknown
INC002497,SITE033,2026-02-26,Device Configuration,P3,Mobile,Dialing Issue,5.06,Resolved,Unknown
INC002498,SITE004,2026-03-06,Network,P3,Soft Client,Registration Failure,2.66,Resolved,Configuration
INC002499,SITE020,2026-01-14,Device Configuration,P3,Room Device,Dialing Issue,1.4,Resolved,Unknown
INC002500,SITE027,2026-05-21,Codec,P3,Soft Client,Poor Call Quality,5.38,Resolved,Unknown
INC002501,SITE016,2026-06-02,QoS,P3,Room Device,Registration Failure,9.96,Closed,User Error
INC002502,SITE034,2026-02-18,Dial Plan,P4,Room Device,No Audio,2.31,Open,QoS
INC002503,SITE008,2026-03-16,Call Quality,P1,Soft Client,UAT Failure,1.45,Resolved,Configuration
INC002504,SITE027,2026-02-21,Audio,P3,Mobile,Registration Failure,1.2,Resolved,QoS
INC002505,SITE029,2026-05-04,UAT,P3,Desk Phone,Poor Call Quality,5.92,Closed,Provisioning
INC002506,SITE021,2026-01-21,SIP,P3,Mobile,Registration Failure,2.01,Open,Network
INC002507,SITE030,2026-07-26,Device Configuration,P1,Soft Client,No Audio,3.03,Resolved,Network
INC002508,SITE029,2026-01-10,Call Quality,P2,Mobile,Device Configuration,4.39,Open,Network
INC002509,SITE022,2026-05-23,Device Configuration,P4,Soft Client,Registration Failure,0.93,Open,User Error
INC002510,SITE030,2026-06-02,Registration,P1,Mobile,One-Way Audio,5.18,Resolved,User Error
INC002511,SITE009,2026-04-25,Call Quality,P3,Soft Client,UAT Failure,6.97,Open,Configuration
INC002512,SITE035,2026-07-12,Device Configuration,P4,Mobile,UAT Failure,12.84,Resolved,User Error
INC002513,SITE026,2026-05-05,UAT,P4,Room Device,UAT Failure,4.37,Resolved,QoS
INC002514,SITE034,2026-04-24,Device Configuration,P3,Desk Phone,No Audio,5.04,Resolved,Network
INC002515,SITE019,2026-01-30,Provisioning,P2,Soft Client,Provisioning Failure,1.21,In Progress,Provisioning
INC002516,SITE028,2026-03-07,UAT,P3,Room Device,No Audio,3.89,Resolved,Configuration
INC002517,SITE008,2026-01-18,Audio,P3,Room Device,Provisioning Failure,2.58,Open,User Error
INC002518,SITE022,2026-02-27,Audio,P4,Mobile,Poor Call Quality,2.97,Closed,Network
INC002519,SITE011,2026-05-21,User Configuration,P2,Mobile,Provisioning Failure,2.81,Resolved,User Error
INC002520,SITE028,2026-02-02,QoS,P2,Desk Phone,No Audio,3.06,Resolved,Provisioning
INC002521,SITE015,2026-02-15,QoS,P2,Room Device,UAT Failure,1.01,Open,User Error
INC002522,SITE022,2026-07-07,Device Configuration,P2,Room Device,UAT Failure,2.85,Resolved,Unknown
INC002523,SITE027,2026-05-03,Dial Plan,P3,Soft Client,Dialing Issue,6.67,Resolved,User Error
INC002524,SITE003,2026-02-23,SIP,P3,Desk Phone,No Audio,0.85,In Progress,Unknown
INC002525,SITE011,2026-02-23,Device Configuration,P3,Mobile,One-Way Audio,2.83,Closed,Network
INC002526,SITE027,2026-08-11,Dial Plan,P3,Desk Phone,Device Configuration,2.66,Resolved,Unknown
INC002527,SITE006,2026-03-02,Provisioning,P3,Soft Client,No Audio,1.4,Resolved,User Error
INC002528,SITE019,2026-08-18,Audio,P2,Mobile,Poor Call Quality,1.73,In Progress,Provisioning
INC002529,SITE026,2026-01-31,Codec,P2,Soft Client,UAT Failure,5.01,Open,Network
INC002530,SITE014,2026-03-18,Codec,P4,Soft Client,Provisioning Failure,0.63,Open,Unknown
INC002531,SITE018,2026-05-10,QoS,P2,Mobile,Registration Failure,5.87,Open,Unknown
INC002532,SITE011,2026-06-25,Audio,P3,Soft Client,Provisioning Failure,1.59,Closed,User Error
INC002533,SITE032,2026-02-24,User Configuration,P3,Mobile,Device Configuration,1.88,Resolved,User Error
INC002534,SITE023,2026-07-09,Network,P3,Soft Client,Poor Call Quality,3.34,In Progress,User Error
INC002535,SITE021,2026-08-01,Dial Plan,P4,Soft Client,One-Way Audio,5.94,In Progress,Provisioning
INC002536,SITE003,2026-02-11,SIP,P3,Mobile,Registration Failure,4.06,Resolved,User Error
INC002537,SITE026,2026-01-03,QoS,P4,Mobile,Dialing Issue,0.43,Closed,Network
INC002538,SITE025,2026-03-07,Dial Plan,P3,Desk Phone,Dialing Issue,8.29,Resolved,User Error
INC002539,SITE007,2026-01-05,Call Quality,P3,Mobile,One-Way Audio,3.28,Resolved,Unknown
INC002540,SITE024,2026-04-09,User Configuration,P3,Mobile,Dialing Issue,4.15,Closed,Configuration
INC002541,SITE014,2026-08-03,SIP,P3,Mobile,Registration Failure,5.49,Resolved,User Error
INC002542,SITE012,2026-06-06,Codec,P2,Desk Phone,One-Way Audio,3.08,Resolved,Network
INC002543,SITE017,2026-06-18,Registration,P4,Mobile,Device Configuration,2.14,Resolved,QoS
INC002544,SITE032,2026-06-07,User Configuration,P2,Room Device,Registration Failure,5.03,Resolved,Network
INC002545,SITE020,2026-06-08,Audio,P2,Desk Phone,No Audio,4.6,Resolved,Device Issue
INC002546,SITE018,2026-01-10,Audio,P4,Desk Phone,No Audio,8.49,Open,Provisioning
INC002547,SITE011,2026-08-09,Device Configuration,P4,Desk Phone,Dialing Issue,5.09,Resolved,Provisioning
INC002548,SITE018,2026-07-14,Registration,P3,Room Device,Registration Failure,1.6,Resolved,Provisioning
INC002549,SITE008,2026-07-19,Network,P2,Soft Client,One-Way Audio,3.59,Resolved,Configuration
INC002550,SITE017,2026-07-08,Codec,P4,Soft Client,Dialing Issue,1.59,Resolved,Configuration
INC002551,SITE007,2026-06-22,Call Quality,P3,Desk Phone,One-Way Audio,4.58,Closed,User Error
INC002552,SITE027,2026-02-26,Registration,P3,Desk Phone,No Audio,4.32,In Progress,User Error
INC002553,SITE014,2026-01-31,Registration,P4,Room Device,Dialing Issue,8.44,In Progress,Network
INC002554,SITE029,2026-07-26,Registration,P3,Room Device,UAT Failure,4.95,Closed,Configuration
INC002555,SITE020,2026-06-11,Network,P3,Room Device,Poor Call Quality,1.86,Resolved,Provisioning
INC002556,SITE029,2026-04-06,Network,P4,Soft Client,No Audio,1.24,Resolved,Provisioning
INC002557,SITE011,2026-02-10,QoS,P3,Room Device,Poor Call Quality,2.6,Resolved,User Error
INC002558,SITE022,2026-03-31,UAT,P3,Mobile,Dialing Issue,3.92,Resolved,Unknown
INC002559,SITE035,2026-08-07,Provisioning,P3,Soft Client,No Audio,1.14,Resolved,Configuration
INC002560,SITE025,2026-03-06,UAT,P2,Soft Client,Provisioning Failure,10.68,Closed,Configuration
INC002561,SITE034,2026-01-06,Audio,P3,Desk Phone,One-Way Audio,6.44,Resolved,QoS
INC002562,SITE013,2026-07-08,Dial Plan,P2,Desk Phone,Provisioning Failure,0.76,In Progress,Unknown
INC002563,SITE030,2026-05-28,User Configuration,P3,Soft Client,Dialing Issue,2.51,Resolved,Provisioning
INC002564,SITE002,2026-07-09,UAT,P4,Mobile,Registration Failure,3.8,In Progress,User Error
INC002565,SITE019,2026-03-19,QoS,P3,Mobile,Provisioning Failure,2.14,Resolved,QoS
INC002566,SITE005,2026-03-22,SIP,P1,Soft Client,One-Way Audio,3.96,Resolved,Unknown
INC002567,SITE005,2026-01-09,Audio,P2,Mobile,Device Configuration,2.62,Resolved,User Error
INC002568,SITE017,2026-04-22,Audio,P3,Soft Client,One-Way Audio,7.6,Open,User Error
INC002569,SITE030,2026-06-25,Registration,P2,Desk Phone,UAT Failure,5.28,Closed,Network
INC002570,SITE025,2026-05-31,Registration,P3,Mobile,Device Configuration,2.68,Resolved,Unknown
INC002571,SITE009,2026-01-24,UAT,P3,Mobile,UAT Failure,2.22,Resolved,QoS
INC002572,SITE013,2026-06-10,Call Quality,P3,Soft Client,Registration Failure,5.49,Closed,QoS
INC002573,SITE011,2026-03-31,SIP,P3,Desk Phone,Device Configuration,1.41,Closed,Provisioning
INC002574,SITE009,2026-07-05,Codec,P4,Mobile,No Audio,3.73,Resolved,Device Issue
INC002575,SITE032,2026-01-27,Device Configuration,P4,Desk Phone,Device Configuration,1.37,In Progress,Device Issue
INC002576,SITE004,2026-01-04,UAT,P3,Room Device,Poor Call Quality,3.95,In Progress,Provisioning
INC002577,SITE001,2026-04-03,UAT,P3,Desk Phone,Registration Failure,10.33,Resolved,QoS
INC002578,SITE023,2026-04-19,Registration,P3,Mobile,Provisioning Failure,0.97,Closed,Device Issue
INC002579,SITE008,2026-01-22,Provisioning,P3,Room Device,No Audio,1.13,Resolved,QoS
INC002580,SITE004,2026-01-03,Network,P3,Room Device,No Audio,7.55,Closed,Provisioning
INC002581,SITE022,2026-06-08,Provisioning,P4,Mobile,UAT Failure,3.31,Open,Configuration
INC002582,SITE014,2026-03-25,Call Quality,P3,Room Device,Provisioning Failure,2.14,Resolved,Configuration
INC002583,SITE019,2026-05-21,UAT,P2,Desk Phone,No Audio,3.62,Closed,Configuration
INC002584,SITE009,2026-07-24,SIP,P3,Mobile,One-Way Audio,1.7,In Progress,Unknown
INC002585,SITE021,2026-05-27,Provisioning,P4,Room Device,No Audio,6.2,Resolved,Provisioning
INC002586,SITE005,2026-02-06,Provisioning,P3,Desk Phone,Dialing Issue,5.84,Resolved,Configuration
INC002587,SITE006,2026-04-22,Registration,P4,Soft Client,No Audio,6.19,Resolved,Unknown
INC002588,SITE002,2026-08-14,Codec,P3,Desk Phone,Poor Call Quality,1.33,Open,Device Issue
INC002589,SITE017,2026-07-30,User Configuration,P2,Soft Client,Poor Call Quality,4.06,Resolved,User Error
INC002590,SITE027,2026-02-07,Device Configuration,P3,Mobile,Device Configuration,8.84,Resolved,User Error
INC002591,SITE014,2026-01-31,Device Configuration,P1,Soft Client,Dialing Issue,0.89,Resolved,QoS
INC002592,SITE013,2026-03-26,SIP,P3,Desk Phone,Dialing Issue,5.25,Open,QoS
INC002593,SITE003,2026-08-27,Network,P4,Room Device,Device Configuration,12.08,Resolved,Provisioning
INC002594,SITE001,2026-03-22,Call Quality,P3,Room Device,Registration Failure,0.38,Resolved,Provisioning
INC002595,SITE025,2026-01-19,Audio,P3,Soft Client,No Audio,2.07,Resolved,Unknown
INC002596,SITE025,2026-07-19,Dial Plan,P4,Desk Phone,Device Configuration,2.56,Resolved,QoS
INC002597,SITE026,2026-01-19,Provisioning,P3,Soft Client,Registration Failure,4.26,Open,QoS
INC002598,SITE017,2026-06-26,QoS,P4,Room Device,Registration Failure,8.04,Closed,QoS
INC002599,SITE001,2026-06-23,Network,P2,Soft Client,Poor Call Quality,8.39,Resolved,User Error
INC002600,SITE003,2026-06-25,Device Configuration,P2,Mobile,UAT Failure,4.3,Closed,Device Issue
INC002601,SITE005,2026-02-10,Audio,P4,Room Device,Provisioning Failure,1.09,Resolved,QoS
INC002602,SITE004,2026-04-14,User Configuration,P4,Mobile,Poor Call Quality,3.82,Open,QoS
INC002603,SITE020,2026-03-02,Provisioning,P3,Soft Client,Provisioning Failure,2.59,Closed,Unknown
INC002604,SITE006,2026-02-25,Audio,P3,Mobile,Registration Failure,0.99,Closed,Unknown
INC002605,SITE019,2026-05-24,Dial Plan,P3,Desk Phone,UAT Failure,5.33,Resolved,Device Issue
INC002606,SITE005,2026-03-29,Provisioning,P3,Soft Client,UAT Failure,3.14,In Progress,Configuration
INC002607,SITE009,2026-08-17,Registration,P3,Mobile,Provisioning Failure,5.29,Closed,Configuration
INC002608,SITE031,2026-07-18,Dial Plan,P4,Desk Phone,Provisioning Failure,2.85,Closed,Network
INC002609,SITE029,2026-05-21,SIP,P3,Soft Client,UAT Failure,2.5,Resolved,Provisioning
INC002610,SITE014,2026-06-02,User Configuration,P2,Soft Client,Provisioning Failure,4.64,In Progress,Device Issue
INC002611,SITE010,2026-01-17,UAT,P4,Soft Client,Device Configuration,6.77,In Progress,Provisioning
INC002612,SITE025,2026-05-09,User Configuration,P2,Soft Client,Provisioning Failure,2.4,Resolved,Device Issue
INC002613,SITE003,2026-03-04,User Configuration,P3,Soft Client,One-Way Audio,2.06,Closed,Unknown
INC002614,SITE026,2026-07-09,Dial Plan,P3,Desk Phone,No Audio,0.59,Resolved,Device Issue
INC002615,SITE010,2026-02-16,Provisioning,P4,Soft Client,No Audio,3.82,Open,Configuration
INC002616,SITE030,2026-06-08,Audio,P3,Desk Phone,No Audio,3.01,Open,Device Issue
INC002617,SITE017,2026-04-19,Audio,P1,Mobile,Dialing Issue,5.64,Resolved,Unknown
INC002618,SITE033,2026-02-13,User Configuration,P2,Room Device,UAT Failure,1.85,Resolved,Provisioning
INC002619,SITE002,2026-04-19,Codec,P3,Soft Client,One-Way Audio,4.24,Resolved,QoS
INC002620,SITE026,2026-03-04,SIP,P4,Soft Client,Poor Call Quality,4.97,Resolved,Configuration
INC002621,SITE015,2026-06-10,QoS,P2,Mobile,Poor Call Quality,3.19,Resolved,Unknown
INC002622,SITE028,2026-06-18,User Configuration,P3,Room Device,Dialing Issue,22.19,Resolved,Configuration
INC002623,SITE009,2026-05-15,Codec,P4,Desk Phone,No Audio,2.01,In Progress,Device Issue
INC002624,SITE014,2026-01-30,QoS,P3,Room Device,UAT Failure,2.65,Closed,User Error
INC002625,SITE028,2026-01-23,Registration,P3,Soft Client,One-Way Audio,2.97,Resolved,Provisioning
INC002626,SITE020,2026-03-25,Dial Plan,P4,Soft Client,No Audio,1.16,Resolved,Network
INC002627,SITE023,2026-01-14,Registration,P2,Desk Phone,No Audio,2.46,Resolved,Configuration
INC002628,SITE024,2026-02-05,Codec,P2,Room Device,One-Way Audio,3.7,Resolved,Unknown
INC002629,SITE032,2026-08-19,Call Quality,P3,Room Device,Registration Failure,3.49,Resolved,Network
INC002630,SITE017,2026-07-17,Audio,P3,Desk Phone,Device Configuration,5.49,Closed,Device Issue
INC002631,SITE027,2026-02-25,Call Quality,P4,Room Device,One-Way Audio,2.47,Resolved,Configuration
INC002632,SITE004,2026-07-08,UAT,P3,Desk Phone,Registration Failure,1.63,Resolved,Unknown
INC002633,SITE025,2026-07-12,Audio,P3,Mobile,UAT Failure,3.72,Resolved,QoS
INC002634,SITE015,2026-04-06,Network,P3,Soft Client,Registration Failure,4.35,Resolved,Unknown
INC002635,SITE034,2026-04-11,User Configuration,P3,Room Device,UAT Failure,1.55,Resolved,Network
INC002636,SITE018,2026-04-26,UAT,P4,Mobile,Provisioning Failure,1.75,In Progress,Device Issue
INC002637,SITE018,2026-06-17,User Configuration,P3,Room Device,Dialing Issue,2.18,In Progress,Unknown
INC002638,SITE035,2026-04-19,Call Quality,P3,Soft Client,Dialing Issue,4.18,In Progress,Device Issue
INC002639,SITE006,2026-01-15,QoS,P2,Desk Phone,UAT Failure,1.83,In Progress,Device Issue
INC002640,SITE030,2026-04-08,Registration,P2,Soft Client,One-Way Audio,1.17,Resolved,User Error
INC002641,SITE014,2026-01-25,Call Quality,P2,Desk Phone,Device Configuration,4.3,Resolved,Unknown
INC002642,SITE034,2026-06-30,Call Quality,P3,Mobile,Poor Call Quality,3.56,Resolved,Network
INC002643,SITE004,2026-07-03,Network,P2,Desk Phone,UAT Failure,3.08,Resolved,Unknown
INC002644,SITE005,2026-06-09,Audio,P4,Room Device,Provisioning Failure,1.13,Closed,Configuration
INC002645,SITE005,2026-02-04,Codec,P3,Soft Client,One-Way Audio,10.61,Resolved,User Error
INC002646,SITE002,2026-05-31,Registration,P4,Soft Client,UAT Failure,3.37,Resolved,Network
INC002647,SITE005,2026-03-17,Device Configuration,P3,Mobile,Device Configuration,7.95,Closed,QoS
INC002648,SITE031,2026-04-26,Registration,P4,Mobile,No Audio,2.0,Resolved,Network
INC002649,SITE010,2026-02-02,Network,P3,Room Device,One-Way Audio,4.72,Open,Provisioning
INC002650,SITE005,2026-04-12,SIP,P4,Room Device,Provisioning Failure,2.86,Resolved,Device Issue
INC002651,SITE002,2026-02-17,UAT,P2,Desk Phone,Dialing Issue,7.08,Resolved,QoS
INC002652,SITE033,2026-03-16,Audio,P3,Mobile,Device Configuration,1.94,Resolved,Network
INC002653,SITE004,2026-04-17,Registration,P4,Soft Client,Dialing Issue,13.97,Closed,User Error
INC002654,SITE012,2026-06-05,Dial Plan,P4,Desk Phone,UAT Failure,3.07,Resolved,Network
INC002655,SITE034,2026-08-06,UAT,P2,Desk Phone,Provisioning Failure,4.97,Resolved,Unknown
INC002656,SITE017,2026-05-07,Device Configuration,P3,Mobile,One-Way Audio,1.46,Open,Unknown
INC002657,SITE010,2026-08-11,QoS,P4,Mobile,Provisioning Failure,3.68,In Progress,Network
INC002658,SITE028,2026-06-15,SIP,P4,Soft Client,Device Configuration,2.17,Resolved,User Error
INC002659,SITE013,2026-02-06,SIP,P3,Soft Client,One-Way Audio,7.37,Resolved,User Error
INC002660,SITE015,2026-01-03,Audio,P3,Desk Phone,Poor Call Quality,3.93,Resolved,Provisioning
INC002661,SITE014,2026-03-24,UAT,P4,Desk Phone,Provisioning Failure,1.52,Open,Network
INC002662,SITE002,2026-03-16,Provisioning,P3,Soft Client,Provisioning Failure,13.78,Resolved,Configuration
INC002663,SITE010,2026-02-09,User Configuration,P2,Desk Phone,UAT Failure,1.56,Closed,Configuration
INC002664,SITE014,2026-04-20,Codec,P3,Room Device,One-Way Audio,0.68,Closed,Device Issue
INC002665,SITE014,2026-04-21,SIP,P3,Room Device,UAT Failure,3.54,Closed,QoS
INC002666,SITE024,2026-04-15,Call Quality,P3,Soft Client,Device Configuration,1.5,In Progress,Provisioning
INC002667,SITE031,2026-06-09,SIP,P4,Room Device,No Audio,1.77,Resolved,Configuration
INC002668,SITE003,2026-06-08,SIP,P1,Soft Client,UAT Failure,6.6,Resolved,Network
INC002669,SITE002,2026-05-05,Provisioning,P4,Soft Client,One-Way Audio,6.87,Resolved,Unknown
INC002670,SITE033,2026-04-09,Audio,P4,Room Device,Registration Failure,4.03,Resolved,Unknown
INC002671,SITE010,2026-06-22,Audio,P4,Desk Phone,Provisioning Failure,5.46,Closed,User Error
INC002672,SITE027,2026-05-11,Dial Plan,P3,Room Device,One-Way Audio,3.85,Resolved,Configuration
INC002673,SITE002,2026-05-29,Registration,P4,Soft Client,One-Way Audio,4.04,Open,Network
INC002674,SITE025,2026-05-28,Dial Plan,P4,Room Device,No Audio,2.04,Resolved,Unknown
INC002675,SITE003,2026-04-03,SIP,P2,Mobile,Poor Call Quality,5.3,Resolved,QoS
INC002676,SITE017,2026-05-22,Provisioning,P3,Mobile,Dialing Issue,2.98,Resolved,Configuration
INC002677,SITE029,2026-06-13,Provisioning,P3,Desk Phone,Registration Failure,1.27,Resolved,Network
INC002678,SITE023,2026-01-22,Registration,P3,Soft Client,No Audio,17.04,In Progress,QoS
INC002679,SITE007,2026-03-13,Codec,P3,Soft Client,One-Way Audio,4.23,Resolved,Network
INC002680,SITE015,2026-06-13,SIP,P2,Desk Phone,Registration Failure,11.52,In Progress,QoS
INC002681,SITE010,2026-08-26,Device Configuration,P2,Desk Phone,One-Way Audio,1.14,Resolved,User Error
INC002682,SITE006,2026-06-12,Network,P2,Desk Phone,UAT Failure,3.3,Open,Provisioning
INC002683,SITE021,2026-07-02,Dial Plan,P4,Mobile,Dialing Issue,5.31,Resolved,Provisioning
INC002684,SITE001,2026-04-11,Device Configuration,P3,Desk Phone,Provisioning Failure,5.34,Resolved,Unknown
INC002685,SITE005,2026-06-23,Dial Plan,P3,Mobile,Registration Failure,1.1,Closed,Provisioning
INC002686,SITE020,2026-08-17,Dial Plan,P3,Mobile,Dialing Issue,2.97,Resolved,Configuration
INC002687,SITE012,2026-07-27,QoS,P2,Desk Phone,One-Way Audio,1.0,In Progress,Provisioning
INC002688,SITE014,2026-04-21,Dial Plan,P2,Desk Phone,Dialing Issue,1.26,Closed,Configuration
INC002689,SITE030,2026-04-19,Device Configuration,P4,Desk Phone,Provisioning Failure,6.52,Resolved,Device Issue
INC002690,SITE011,2026-08-22,Audio,P3,Room Device,Device Configuration,3.35,Open,Configuration
INC002691,SITE026,2026-04-29,Device Configuration,P2,Mobile,One-Way Audio,1.99,Resolved,User Error
INC002692,SITE003,2026-08-05,Dial Plan,P3,Mobile,Provisioning Failure,1.99,Closed,Network
INC002693,SITE014,2026-06-07,UAT,P2,Desk Phone,Registration Failure,1.86,Resolved,Network
INC002694,SITE012,2026-07-03,SIP,P3,Room Device,Poor Call Quality,4.64,Closed,Configuration
INC002695,SITE018,2026-05-21,Call Quality,P3,Desk Phone,UAT Failure,2.58,Open,Provisioning
INC002696,SITE007,2026-04-23,SIP,P2,Room Device,Poor Call Quality,6.88,In Progress,Unknown
INC002697,SITE002,2026-08-26,Codec,P2,Mobile,No Audio,9.38,Resolved,Configuration
INC002698,SITE033,2026-08-21,Network,P2,Desk Phone,Device Configuration,2.78,Resolved,User Error
INC002699,SITE016,2026-07-12,SIP,P3,Room Device,UAT Failure,7.04,Resolved,User Error
INC002700,SITE003,2026-05-21,QoS,P3,Room Device,Device Configuration,1.09,Open,QoS
INC002701,SITE020,2026-01-17,User Configuration,P3,Soft Client,Registration Failure,5.55,Resolved,Device Issue
INC002702,SITE003,2026-01-24,Registration,P4,Desk Phone,One-Way Audio,4.64,Open,Network
INC002703,SITE035,2026-05-13,Dial Plan,P4,Desk Phone,UAT Failure,3.3,Resolved,QoS
INC002704,SITE001,2026-08-15,Provisioning,P3,Room Device,Device Configuration,4.83,Closed,QoS
INC002705,SITE009,2026-05-08,Dial Plan,P4,Soft Client,No Audio,2.33,Closed,Unknown
INC002706,SITE033,2026-04-16,SIP,P3,Soft Client,One-Way Audio,3.52,Resolved,Provisioning
INC002707,SITE015,2026-07-09,Audio,P2,Soft Client,One-Way Audio,4.21,Open,QoS
INC002708,SITE008,2026-02-05,Call Quality,P2,Mobile,Dialing Issue,1.77,Closed,Provisioning
INC002709,SITE013,2026-01-11,User Configuration,P3,Soft Client,One-Way Audio,6.06,Resolved,Provisioning
INC002710,SITE010,2026-04-23,Network,P4,Soft Client,Provisioning Failure,2.69,Resolved,Unknown
INC002711,SITE007,2026-03-17,Network,P4,Soft Client,One-Way Audio,2.37,Resolved,Configuration
INC002712,SITE001,2026-08-03,Network,P4,Mobile,Provisioning Failure,5.63,In Progress,Device Issue
INC002713,SITE033,2026-04-25,Device Configuration,P2,Mobile,Dialing Issue,0.52,Resolved,Provisioning
INC002714,SITE028,2026-07-02,Call Quality,P2,Mobile,Dialing Issue,3.68,Open,Device Issue
INC002715,SITE033,2026-05-14,UAT,P3,Room Device,Poor Call Quality,3.09,Resolved,Provisioning
INC002716,SITE019,2026-04-14,Device Configuration,P4,Room Device,Device Configuration,2.86,Resolved,Unknown
INC002717,SITE028,2026-02-09,UAT,P3,Desk Phone,One-Way Audio,5.6,Closed,User Error
INC002718,SITE032,2026-03-01,Call Quality,P4,Mobile,Device Configuration,2.39,In Progress,QoS
INC002719,SITE016,2026-05-29,Audio,P2,Mobile,One-Way Audio,6.91,Open,Network
INC002720,SITE029,2026-03-09,UAT,P3,Soft Client,UAT Failure,4.33,Resolved,Unknown
INC002721,SITE018,2026-01-10,QoS,P2,Room Device,Registration Failure,1.32,Open,User Error
INC002722,SITE030,2026-04-06,UAT,P3,Room Device,Dialing Issue,2.56,Resolved,Unknown
INC002723,SITE020,2026-06-09,Codec,P3,Soft Client,Poor Call Quality,12.83,Resolved,User Error
INC002724,SITE018,2026-01-01,Audio,P3,Desk Phone,Provisioning Failure,1.16,Open,Device Issue
INC002725,SITE023,2026-02-10,UAT,P4,Soft Client,One-Way Audio,15.09,Closed,Network
INC002726,SITE020,2026-01-06,Provisioning,P4,Mobile,Device Configuration,4.64,Resolved,Configuration
INC002727,SITE015,2026-05-27,Audio,P2,Soft Client,Dialing Issue,6.82,Resolved,Device Issue
INC002728,SITE019,2026-05-18,UAT,P2,Desk Phone,Registration Failure,1.63,Resolved,QoS
INC002729,SITE011,2026-03-17,Network,P2,Soft Client,Device Configuration,3.89,Resolved,Configuration
INC002730,SITE032,2026-03-20,Network,P3,Mobile,No Audio,2.12,Resolved,Provisioning
INC002731,SITE034,2026-04-07,Registration,P2,Desk Phone,Poor Call Quality,0.91,Resolved,Device Issue
INC002732,SITE008,2026-08-10,Audio,P3,Soft Client,Poor Call Quality,3.01,In Progress,Network
INC002733,SITE012,2026-01-04,Dial Plan,P4,Mobile,UAT Failure,2.95,In Progress,Unknown
INC002734,SITE014,2026-05-02,Device Configuration,P2,Room Device,Poor Call Quality,1.96,Closed,Device Issue
INC002735,SITE031,2026-06-06,Codec,P2,Mobile,One-Way Audio,3.25,Closed,Provisioning
INC002736,SITE003,2026-03-26,Audio,P3,Room Device,One-Way Audio,3.04,Resolved,Network
INC002737,SITE021,2026-07-01,Dial Plan,P3,Soft Client,Registration Failure,2.22,Closed,Device Issue
INC002738,SITE008,2026-01-27,Dial Plan,P3,Mobile,Dialing Issue,1.78,Closed,QoS
INC002739,SITE032,2026-01-14,Registration,P3,Desk Phone,One-Way Audio,3.14,Resolved,Device Issue
INC002740,SITE035,2026-02-14,Dial Plan,P3,Mobile,UAT Failure,6.57,Resolved,Unknown
INC002741,SITE023,2026-02-27,Provisioning,P3,Mobile,Poor Call Quality,2.33,Resolved,Unknown
INC002742,SITE021,2026-06-28,UAT,P4,Soft Client,Dialing Issue,2.51,Resolved,Unknown
INC002743,SITE006,2026-04-17,Provisioning,P2,Desk Phone,No Audio,6.02,Resolved,Network
INC002744,SITE011,2026-02-09,Audio,P3,Mobile,Device Configuration,7.06,Resolved,Provisioning
INC002745,SITE020,2026-06-19,Dial Plan,P2,Mobile,Dialing Issue,3.97,In Progress,User Error
INC002746,SITE001,2026-06-16,User Configuration,P3,Soft Client,Device Configuration,6.84,Resolved,User Error
INC002747,SITE035,2026-02-16,QoS,P4,Soft Client,No Audio,3.6,Resolved,QoS
INC002748,SITE007,2026-07-20,Network,P3,Room Device,Poor Call Quality,6.73,Resolved,Configuration
INC002749,SITE010,2026-03-15,SIP,P3,Desk Phone,Poor Call Quality,2.17,Resolved,QoS
INC002750,SITE003,2026-07-31,Codec,P3,Room Device,No Audio,2.2,Resolved,Unknown
INC002751,SITE003,2026-04-02,Audio,P4,Soft Client,One-Way Audio,3.25,Resolved,Unknown
INC002752,SITE017,2026-01-14,QoS,P2,Soft Client,Registration Failure,0.82,Closed,User Error
INC002753,SITE033,2026-02-25,User Configuration,P2,Room Device,Provisioning Failure,10.6,Resolved,Network
INC002754,SITE025,2026-03-10,Device Configuration,P3,Mobile,Dialing Issue,2.12,Resolved,Configuration
INC002755,SITE022,2026-01-06,User Configuration,P1,Soft Client,Poor Call Quality,4.41,In Progress,Provisioning
