user_id,site_id,department,device_type,license_type,provisioning_status,migration_status
USER01219,SITE006,HR,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01220,SITE011,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01221,SITE016,HR,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01222,SITE022,Management,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01223,SITE007,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01224,SITE012,IT,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01225,SITE032,Support,Room Device,Webex Calling Standard,Provisioned,Pending
USER01226,SITE023,Support,Room Device,Webex Calling Professional,Provisioned,In Progress
USER01227,SITE005,Finance,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01228,SITE021,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01229,SITE015,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01230,SITE013,Finance,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01231,SITE031,Operations,Mobile,Webex Calling Professional,Pending,Migrated
USER01232,SITE010,HR,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01233,SITE005,Operations,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01234,SITE022,Management,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01235,SITE002,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01236,SITE012,IT,Desk Phone,Webex Calling Professional,Failed,In Progress
USER01237,SITE004,HR,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01238,SITE014,Operations,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01239,SITE010,Operations,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01240,SITE013,Sales,Room Device,Webex Calling Professional,Pending,Pending
USER01241,SITE018,Support,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER01242,SITE014,HR,Mobile,Webex Calling Standard,Pending,Migrated
USER01243,SITE020,IT,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01244,SITE004,Support,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01245,SITE010,Sales,Mobile,Webex Calling Standard,Pending,Pending
USER01246,SITE033,HR,Room Device,Webex Calling Standard,Provisioned,In Progress
USER01247,SITE018,IT,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01248,SITE004,Support,Room Device,Webex Calling Standard,Provisioned,In Progress
USER01249,SITE006,HR,Room Device,Webex Calling Standard,Provisioned,In Progress
USER01250,SITE020,Operations,Room Device,Webex Calling Standard,Pending,Migrated
USER01251,SITE019,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01252,SITE009,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01253,SITE031,Support,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01254,SITE017,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01255,SITE029,Support,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01256,SITE008,Management,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01257,SITE001,IT,Mobile,Webex Calling Standard,Provisioned,Failed
USER01258,SITE008,IT,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER01259,SITE012,IT,Mobile,Webex Calling Professional,Provisioned,In Progress
USER01260,SITE009,Management,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01261,SITE021,Management,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01262,SITE021,IT,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01263,SITE021,Operations,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01264,SITE017,IT,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01265,SITE016,Finance,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01266,SITE031,Management,Soft Client,Webex Calling Standard,Provisioned,Pending
USER01267,SITE030,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01268,SITE010,Finance,Soft Client,Webex Calling Professional,Provisioned,Failed
USER01269,SITE009,Management,Mobile,Webex Calling Professional,Provisioned,In Progress
USER01270,SITE024,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01271,SITE001,Sales,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01272,SITE027,Finance,Room Device,Webex Calling Professional,Pending,Migrated
USER01273,SITE004,Management,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01274,SITE029,Support,Room Device,Webex Calling Professional,Provisioned,Pending
USER01275,SITE002,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01276,SITE019,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01277,SITE029,HR,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01278,SITE024,Operations,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01279,SITE024,IT,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01280,SITE030,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01281,SITE002,IT,Room Device,Webex Calling Standard,Provisioned,Pending
USER01282,SITE014,Finance,Desk Phone,Webex Calling Standard,Failed,Migrated
USER01283,SITE027,Support,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01284,SITE018,Operations,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01285,SITE028,Management,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01286,SITE007,Support,Room Device,Webex Calling Standard,Provisioned,Failed
USER01287,SITE009,Support,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01288,SITE018,IT,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01289,SITE035,IT,Room Device,Webex Calling Standard,Provisioned,Failed
USER01290,SITE002,Sales,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER01291,SITE009,Sales,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER01292,SITE026,Operations,Soft Client,Webex Calling Professional,Provisioned,In Progress
USER01293,SITE032,IT,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01294,SITE028,IT,Soft Client,Webex Calling Professional,Provisioned,Pending
USER01295,SITE026,Operations,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01296,SITE015,Management,Room Device,Webex Calling Professional,Provisioned,Pending
USER01297,SITE010,Sales,Mobile,Webex Calling Standard,Failed,Pending
USER01298,SITE012,Management,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01299,SITE002,Management,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01300,SITE014,Operations,Soft Client,Webex Calling Standard,Provisioned,Failed
USER01301,SITE031,IT,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01302,SITE018,IT,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01303,SITE007,HR,Room Device,Webex Calling Standard,Failed,Migrated
USER01304,SITE005,Operations,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01305,SITE016,Finance,Soft Client,Webex Calling Standard,Provisioned,Failed
USER01306,SITE019,Management,Mobile,Webex Calling Professional,Provisioned,Failed
USER01307,SITE026,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01308,SITE029,IT,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01309,SITE035,Management,Mobile,Webex Calling Standard,Failed,Migrated
USER01310,SITE018,Finance,Soft Client,Webex Calling Professional,Provisioned,In Progress
USER01311,SITE015,Management,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01312,SITE026,Finance,Room Device,Webex Calling Professional,Failed,Migrated
USER01313,SITE026,Finance,Desk Phone,Webex Calling Professional,Pending,Migrated
USER01314,SITE006,HR,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01315,SITE011,Finance,Mobile,Webex Calling Professional,Failed,Pending
USER01316,SITE008,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01317,SITE018,Finance,Room Device,Webex Calling Professional,Pending,Migrated
USER01318,SITE005,IT,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01319,SITE018,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01320,SITE011,Support,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER01321,SITE016,Support,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01322,SITE031,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01323,SITE034,IT,Soft Client,Webex Calling Standard,Provisioned,Pending
USER01324,SITE016,HR,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01325,SITE022,IT,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01326,SITE020,Finance,Mobile,Webex Calling Standard,Failed,Migrated
USER01327,SITE027,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01328,SITE021,IT,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01329,SITE030,Finance,Room Device,Webex Calling Standard,Provisioned,In Progress
USER01330,SITE015,Management,Desk Phone,Webex Calling Standard,Pending,Failed
USER01331,SITE001,Support,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01332,SITE027,HR,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER01333,SITE020,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01334,SITE029,Sales,Desk Phone,Webex Calling Standard,Provisioned,In Progress
USER01335,SITE006,Operations,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER01336,SITE014,Finance,Room Device,Webex Calling Standard,Provisioned,In Progress
USER01337,SITE006,Management,Soft Client,Webex Calling Standard,Pending,Migrated
USER01338,SITE006,Operations,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01339,SITE010,HR,Soft Client,Webex Calling Standard,Pending,Migrated
USER01340,SITE019,Management,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01341,SITE015,HR,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01342,SITE035,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01343,SITE015,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01344,SITE028,Management,Mobile,Webex Calling Professional,Provisioned,Pending
USER01345,SITE014,IT,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01346,SITE029,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01347,SITE025,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01348,SITE014,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01349,SITE015,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01350,SITE029,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01351,SITE025,Finance,Mobile,Webex Calling Professional,Failed,Failed
USER01352,SITE034,HR,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01353,SITE006,Management,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01354,SITE018,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01355,SITE022,Support,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01356,SITE003,Support,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01357,SITE031,Operations,Room Device,Webex Calling Professional,Failed,Migrated
USER01358,SITE028,IT,Desk Phone,Webex Calling Standard,Provisioned,In Progress
USER01359,SITE006,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01360,SITE010,HR,Room Device,Webex Calling Professional,Failed,Migrated
USER01361,SITE031,Sales,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01362,SITE007,Finance,Soft Client,Webex Calling Professional,Pending,Migrated
USER01363,SITE011,HR,Soft Client,Webex Calling Standard,Pending,Failed
USER01364,SITE006,Support,Desk Phone,Webex Calling Standard,Provisioned,Failed
USER01365,SITE016,Sales,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01366,SITE009,HR,Room Device,Webex Calling Professional,Provisioned,Pending
USER01367,SITE013,Management,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01368,SITE024,Finance,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01369,SITE008,Management,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01370,SITE024,IT,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01371,SITE025,Operations,Room Device,Webex Calling Professional,Provisioned,In Progress
USER01372,SITE014,Finance,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01373,SITE025,Support,Room Device,Webex Calling Standard,Provisioned,In Progress
USER01374,SITE034,Sales,Desk Phone,Webex Calling Professional,Provisioned,Pending
USER01375,SITE031,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01376,SITE014,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01377,SITE017,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01378,SITE014,Support,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER01379,SITE018,Operations,Soft Client,Webex Calling Standard,Pending,Migrated
USER01380,SITE012,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01381,SITE031,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01382,SITE027,Sales,Desk Phone,Webex Calling Standard,Pending,Migrated
USER01383,SITE010,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01384,SITE010,Sales,Mobile,Webex Calling Standard,Provisioned,In Progress
USER01385,SITE024,IT,Room Device,Webex Calling Professional,Provisioned,Failed
USER01386,SITE003,HR,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER01387,SITE003,HR,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01388,SITE030,Management,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01389,SITE027,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01390,SITE033,Operations,Mobile,Webex Calling Professional,Provisioned,Pending
USER01391,SITE008,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01392,SITE025,Management,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01393,SITE035,HR,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER01394,SITE035,Operations,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01395,SITE014,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01396,SITE012,Operations,Room Device,Webex Calling Professional,Pending,Migrated
USER01397,SITE005,Support,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01398,SITE007,Finance,Room Device,Webex Calling Standard,Provisioned,Failed
USER01399,SITE034,HR,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01400,SITE025,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01401,SITE014,IT,Soft Client,Webex Calling Standard,Failed,Migrated
USER01402,SITE011,Operations,Mobile,Webex Calling Professional,Failed,Migrated
USER01403,SITE005,Management,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01404,SITE014,IT,Soft Client,Webex Calling Professional,Provisioned,Pending
USER01405,SITE020,Finance,Mobile,Webex Calling Professional,Provisioned,Pending
USER01406,SITE029,HR,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER01407,SITE004,Sales,Room Device,Webex Calling Standard,Provisioned,Failed
USER01408,SITE019,IT,Desk Phone,Webex Calling Standard,Provisioned,Failed
USER01409,SITE016,IT,Soft Client,Webex Calling Professional,Pending,Migrated
USER01410,SITE031,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01411,SITE033,IT,Mobile,Webex Calling Standard,Provisioned,Pending
USER01412,SITE033,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01413,SITE013,Management,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01414,SITE018,Finance,Soft Client,Webex Calling Standard,Provisioned,Failed
USER01415,SITE032,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01416,SITE028,HR,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01417,SITE015,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01418,SITE022,HR,Mobile,Webex Calling Standard,Provisioned,Pending
USER01419,SITE006,Support,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01420,SITE033,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01421,SITE008,Operations,Desk Phone,Webex Calling Professional,Failed,Migrated
USER01422,SITE012,Management,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01423,SITE014,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01424,SITE022,HR,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01425,SITE019,Operations,Room Device,Webex Calling Professional,Provisioned,In Progress
USER01426,SITE006,IT,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01427,SITE018,Management,Room Device,Webex Calling Standard,Failed,Pending
USER01428,SITE013,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01429,SITE006,Management,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01430,SITE006,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01431,SITE025,Sales,Mobile,Webex Calling Professional,Pending,Migrated
USER01432,SITE007,Operations,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01433,SITE020,HR,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01434,SITE014,HR,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01435,SITE022,Management,Soft Client,Webex Calling Standard,Pending,Failed
USER01436,SITE021,HR,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01437,SITE022,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01438,SITE009,Operations,Room Device,Webex Calling Standard,Provisioned,Pending
USER01439,SITE021,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01440,SITE021,Sales,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01441,SITE035,Management,Room Device,Webex Calling Professional,Provisioned,Failed
USER01442,SITE020,HR,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01443,SITE003,Sales,Mobile,Webex Calling Professional,Pending,Pending
USER01444,SITE005,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01445,SITE015,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01446,SITE035,IT,Room Device,Webex Calling Professional,Provisioned,Pending
USER01447,SITE019,Management,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER01448,SITE035,IT,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01449,SITE019,Sales,Mobile,Webex Calling Standard,Provisioned,In Progress
USER01450,SITE014,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01451,SITE012,Support,Desk Phone,Webex Calling Standard,Failed,Migrated
USER01452,SITE021,IT,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01453,SITE030,IT,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01454,SITE028,Support,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER01455,SITE005,Sales,Soft Client,Webex Calling Professional,Pending,Migrated
USER01456,SITE012,Finance,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01457,SITE014,Sales,Desk Phone,Webex Calling Standard,Failed,Migrated
USER01458,SITE014,HR,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01459,SITE027,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01460,SITE014,Management,Desk Phone,Webex Calling Standard,Pending,Migrated
USER01461,SITE014,Support,Desk Phone,Webex Calling Professional,Pending,Migrated
USER01462,SITE030,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01463,SITE012,Sales,Mobile,Webex Calling Professional,Provisioned,Pending
USER01464,SITE016,IT,Mobile,Webex Calling Standard,Provisioned,In Progress
USER01465,SITE026,Management,Room Device,Webex Calling Professional,Provisioned,Pending
USER01466,SITE021,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01467,SITE008,Management,Mobile,Webex Calling Professional,Failed,Migrated
USER01468,SITE032,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01469,SITE022,Management,Mobile,Webex Calling Standard,Provisioned,Pending
USER01470,SITE014,HR,Soft Client,Webex Calling Standard,Provisioned,Pending
USER01471,SITE016,Support,Room Device,Webex Calling Professional,Provisioned,Pending
USER01472,SITE009,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01473,SITE018,HR,Room Device,Webex Calling Standard,Provisioned,Pending
USER01474,SITE001,Management,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER01475,SITE009,IT,Mobile,Webex Calling Standard,Provisioned,Pending
USER01476,SITE010,Sales,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01477,SITE023,HR,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01478,SITE008,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01479,SITE012,Support,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01480,SITE018,Sales,Room Device,Webex Calling Professional,Failed,In Progress
USER01481,SITE018,HR,Mobile,Webex Calling Professional,Failed,Migrated
USER01482,SITE006,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01483,SITE018,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01484,SITE014,HR,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01485,SITE012,IT,Mobile,Webex Calling Professional,Provisioned,Pending
USER01486,SITE034,Finance,Soft Client,Webex Calling Professional,Provisioned,Pending
USER01487,SITE022,Management,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01488,SITE025,Management,Room Device,Webex Calling Standard,Pending,Migrated
USER01489,SITE026,Management,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01490,SITE026,Finance,Soft Client,Webex Calling Professional,Failed,Migrated
USER01491,SITE016,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01492,SITE016,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01493,SITE024,HR,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01494,SITE022,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01495,SITE026,HR,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER01496,SITE025,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01497,SITE035,Sales,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01498,SITE032,Finance,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01499,SITE029,Operations,Room Device,Webex Calling Professional,Pending,Migrated
USER01500,SITE032,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01501,SITE031,HR,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER01502,SITE025,HR,Room Device,Webex Calling Standard,Failed,Migrated
USER01503,SITE004,Sales,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01504,SITE023,Finance,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01505,SITE018,Operations,Room Device,Webex Calling Professional,Provisioned,Pending
USER01506,SITE030,Sales,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01507,SITE025,Sales,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01508,SITE024,IT,Soft Client,Webex Calling Professional,Provisioned,Failed
USER01509,SITE016,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01510,SITE030,Management,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01511,SITE031,Support,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01512,SITE011,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01513,SITE027,Management,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01514,SITE033,Finance,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01515,SITE002,Sales,Mobile,Webex Calling Professional,Provisioned,Failed
USER01516,SITE029,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01517,SITE006,Support,Desk Phone,Webex Calling Standard,Pending,Migrated
USER01518,SITE003,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01519,SITE020,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01520,SITE012,Operations,Mobile,Webex Calling Standard,Pending,Migrated
USER01521,SITE021,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01522,SITE023,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01523,SITE005,Finance,Desk Phone,Webex Calling Standard,Pending,In Progress
USER01524,SITE030,Sales,Mobile,Webex Calling Professional,Provisioned,Pending
USER01525,SITE017,Finance,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01526,SITE005,IT,Mobile,Webex Calling Standard,Provisioned,Failed
USER01527,SITE001,Management,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01528,SITE019,Operations,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01529,SITE034,HR,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01530,SITE019,IT,Mobile,Webex Calling Professional,Provisioned,In Progress
USER01531,SITE025,Finance,Desk Phone,Webex Calling Professional,Provisioned,Pending
USER01532,SITE018,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01533,SITE023,HR,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01534,SITE012,Sales,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01535,SITE028,HR,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01536,SITE021,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER01537,SITE027,Operations,Mobile,Webex Calling Professional,Provisioned,Failed
USER01538,SITE014,Finance,Mobile,Webex Calling Standard,Provisioned,Failed
USER01539,SITE006,HR,Soft Client,Webex Calling Standard,Provisioned,Pending
USER01540,SITE025,Support,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01541,SITE016,Management,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01542,SITE031,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01543,SITE008,IT,Room Device,Webex Calling Standard,Pending,Migrated
USER01544,SITE021,Support,Mobile,Webex Calling Professional,Pending,Failed
USER01545,SITE022,HR,Desk Phone,Webex Calling Standard,Pending,Pending
USER01546,SITE003,Operations,Room Device,Webex Calling Standard,Failed,Migrated
USER01547,SITE005,Management,Room Device,Webex Calling Standard,Provisioned,Pending
USER01548,SITE008,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01549,SITE031,Sales,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER01550,SITE030,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01551,SITE026,IT,Mobile,Webex Calling Standard,Pending,Migrated
USER01552,SITE021,Finance,Desk Phone,Webex Calling Standard,Pending,Migrated
USER01553,SITE021,HR,Room Device,Webex Calling Standard,Pending,Migrated
USER01554,SITE012,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01555,SITE011,Operations,Room Device,Webex Calling Professional,Provisioned,In Progress
USER01556,SITE024,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER01557,SITE004,Sales,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER01558,SITE033,Management,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01559,SITE034,Finance,Mobile,Webex Calling Professional,Failed,Migrated
USER01560,SITE010,Management,Room Device,Webex Calling Professional,Provisioned,Migrated
USER01561,SITE030,Finance,Room Device,Webex Calling Standard,Provisioned,In Progress
USER01562,SITE009,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER01563,SITE018,Management,Desk Phone,Webex Calling Standard,Pending,Migrated
USER01564,SITE032,Finance,Soft Client,Webex Calling Professional,Failed,Migrated
USER01565,SITE027,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01566,SITE016,Support,Room Device,Webex Calling Standard,Provisioned,Migrated
USER01567,SITE018,Operations,Mobile,Webex Calling Standard,Provisioned,Failed
USER01568,SITE024,Support,Mobile,Webex Calling Professional,Provisioned,Migrated
USER01569,SITE002,Sales,Soft Client,Webex Calling Standard,Provisioned,Failed
USER01570,SITE028,IT,Desk Phone,Webex Calling Standard,Provisioned,Failed
