device_id,site_id,user_id,device_type,model,firmware,registration_status,provisioning_status,last_registered
DEV01594,SITE017,USER02227,Cisco 8841,8841,14.3,None,Provisioned,2026-04-06
DEV01595,SITE030,USER02455,Cisco 8851,8865,14.3,Registered,Failed,2025-12-03
DEV01596,SITE002,USER02449,Cisco 8851,Webex App,14.4,Registered,Provisioned,2026-07-20
DEV01597,SITE028,USER01173,Cisco 8851,8865,14.4,Registered,Provisioned,2026-06-14
DEV01598,SITE005,USER02291,Cisco 8841,Room Kit,14.4,Registered,Provisioned,2026-03-19
DEV01599,SITE021,USER00878,Cisco 8841,Room Kit,14.3,Registered,Provisioned,2025-11-20
DEV01600,SITE029,USER00337,Webex App,8865,15.1,Registered,Failed,2026-01-12
DEV01601,SITE030,USER00419,Cisco 8851,Webex App,14.3,Unregistered,Provisioned,2026-05-13
DEV01602,SITE004,USER00096,Cisco 8865,8841,15.0,None,Provisioned,2026-03-08
DEV01603,SITE031,USER01534,Cisco 8841,8841,15.0,Registered,Provisioned,2026-08-14
DEV01604,SITE022,USER01955,Cisco 8865,Webex App,15.1,None,Provisioned,2026-01-18
DEV01605,SITE002,USER01175,Cisco 8865,Webex App,14.3,Registered,Provisioned,2026-06-10
DEV01606,SITE016,USER01123,Cisco 8841,8851,15.1,Registered,Provisioned,2026-01-16
DEV01607,SITE020,USER02257,Cisco 8851,Webex App,15.0,Registered,Failed,2025-11-07
DEV01608,SITE018,USER00456,Cisco 8851,8841,14.2,Unregistered,Provisioned,2026-01-10
DEV01609,SITE009,USER02112,Cisco 8865,Room Kit,15.0,Registered,Failed,2026-04-10
DEV01610,SITE026,USER00819,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2025-12-23
DEV01611,SITE017,USER00896,Cisco 8841,8851,14.4,Registered,Pending,2026-06-15
DEV01612,SITE008,USER02458,Cisco 8851,8865,14.4,Registered,Provisioned,2026-07-13
DEV01613,SITE012,USER01265,Cisco 8841,Webex App,15.1,Registered,Pending,2026-03-07
DEV01614,SITE018,USER00153,Cisco 8841,Room Kit,14.4,Registered,Provisioned,2025-11-11
DEV01615,SITE024,USER01681,Webex App,8841,14.2,None,Provisioned,2026-02-15
DEV01616,SITE011,USER01584,Cisco 8865,8865,14.3,Registered,Provisioned,2026-03-24
DEV01617,SITE020,USER00102,Cisco 8865,8865,14.2,Registered,Provisioned,2026-05-15
DEV01618,SITE023,USER01356,Webex App,8865,15.0,Registered,Failed,2025-12-01
DEV01619,SITE020,USER01193,Webex App,8841,15.1,Registered,Provisioned,2026-04-29
DEV01620,SITE033,USER02471,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-01-04
DEV01621,SITE029,USER02025,Room Kit,Webex App,14.3,Registered,Provisioned,2026-04-12
DEV01622,SITE002,USER01729,Webex App,8865,15.0,Unregistered,Pending,2026-05-23
DEV01623,SITE006,USER00216,Webex App,8841,14.4,Registered,Pending,2025-11-13
DEV01624,SITE031,USER02117,Cisco 8865,Webex App,15.1,Registered,Provisioned,2025-12-06
DEV01625,SITE012,USER00501,Cisco 8865,Webex App,14.3,Registered,Failed,2026-04-09
DEV01626,SITE035,USER01620,Cisco 8841,Webex App,14.2,Unregistered,Failed,2026-07-25
DEV01627,SITE007,USER02164,Cisco 8841,8865,14.3,Registered,Failed,2026-07-10
DEV01628,SITE025,USER00501,Cisco 8851,8841,15.0,Unregistered,Failed,2025-12-05
DEV01629,SITE031,USER01112,Cisco 8865,8841,14.2,Registered,Provisioned,2025-12-23
DEV01630,SITE033,USER01867,Webex App,8851,15.0,Registered,Pending,2025-12-01
DEV01631,SITE017,USER02227,Room Kit,Webex App,14.4,Registered,Provisioned,2026-01-19
DEV01632,SITE026,USER02258,Cisco 8851,8841,15.0,Registered,Provisioned,2026-05-07
DEV01633,SITE011,USER00265,Cisco 8841,Room Kit,14.3,None,Pending,2026-08-28
DEV01634,SITE030,USER01597,Room Kit,Room Kit,14.2,Registered,Provisioned,2026-02-15
DEV01635,SITE013,USER01668,Webex App,Room Kit,14.3,Registered,Provisioned,2026-07-02
DEV01636,SITE005,USER00947,Cisco 8841,Webex App,14.2,Registered,Provisioned,2025-12-22
DEV01637,SITE012,USER01912,Cisco 8841,8865,14.2,None,Provisioned,2026-08-17
DEV01638,SITE010,USER00165,Webex App,8851,15.0,None,Failed,2026-05-12
DEV01639,SITE033,USER01100,Cisco 8851,8865,14.4,Registered,Provisioned,2026-08-10
DEV01640,SITE005,USER00206,Cisco 8851,8865,15.0,Registered,Failed,2026-05-29
DEV01641,SITE004,USER01288,Cisco 8865,Webex App,14.4,Registered,Pending,2026-04-14
DEV01642,SITE029,USER01682,Cisco 8865,8841,14.3,Registered,Failed,2026-07-23
DEV01643,SITE010,USER01750,Cisco 8841,Room Kit,14.4,Unregistered,Provisioned,2026-08-01
DEV01644,SITE030,USER01049,Webex App,8865,14.3,Registered,Provisioned,2026-06-26
DEV01645,SITE002,USER00429,Cisco 8851,8841,15.0,Registered,Provisioned,2025-12-23
DEV01646,SITE005,USER01336,Cisco 8841,Webex App,14.4,Unregistered,Provisioned,2026-07-22
DEV01647,SITE004,USER00505,Room Kit,8851,15.1,Registered,Provisioned,2026-03-22
DEV01648,SITE011,USER02030,Room Kit,Webex App,14.2,Registered,Provisioned,2026-03-21
DEV01649,SITE004,USER01354,Webex App,Webex App,14.4,Unregistered,Provisioned,2026-02-28
DEV01650,SITE006,USER00784,Webex App,Webex App,14.2,Registered,Pending,2026-04-15
DEV01651,SITE005,USER00416,Cisco 8851,Room Kit,15.0,Registered,Failed,2026-08-19
DEV01652,SITE029,USER01537,Webex App,Room Kit,15.0,Registered,Provisioned,2025-12-10
DEV01653,SITE035,USER01934,Cisco 8865,Webex App,14.4,Unregistered,Provisioned,2026-06-07
DEV01654,SITE027,USER02142,Cisco 8841,8841,14.3,None,Pending,2026-05-26
DEV01655,SITE008,USER00467,Room Kit,8851,14.4,Registered,Provisioned,2026-05-06
DEV01656,SITE019,USER00217,Room Kit,8841,14.3,Registered,Pending,2026-07-18
DEV01657,SITE029,USER01437,Cisco 8841,Webex App,14.2,Unregistered,Provisioned,2026-05-22
DEV01658,SITE025,USER00966,Webex App,Webex App,14.3,Registered,Provisioned,2026-07-31
DEV01659,SITE005,USER01819,Webex App,Room Kit,14.2,None,Provisioned,2026-01-14
DEV01660,SITE025,USER01811,Cisco 8865,8865,15.1,Registered,Pending,2025-12-28
DEV01661,SITE013,USER00221,Webex App,8865,14.2,Registered,Provisioned,2026-05-09
DEV01662,SITE007,USER00936,Cisco 8865,Webex App,14.3,None,Pending,2026-05-31
DEV01663,SITE002,USER01080,Webex App,Room Kit,14.2,Registered,Pending,2026-06-14
DEV01664,SITE030,USER02236,Webex App,8841,15.0,Unregistered,Pending,2025-11-24
DEV01665,SITE021,USER01031,Cisco 8865,8851,14.3,Registered,Provisioned,2026-03-23
DEV01666,SITE010,USER00893,Room Kit,8841,14.2,Registered,Provisioned,2026-01-03
DEV01667,SITE010,USER01599,Cisco 8851,Webex App,14.3,Registered,Provisioned,2026-06-08
DEV01668,SITE012,USER00351,Webex App,Webex App,14.3,Registered,Provisioned,2026-07-10
DEV01669,SITE001,USER01616,Cisco 8851,Webex App,14.3,Unregistered,Provisioned,2026-04-04
DEV01670,SITE028,USER01493,Room Kit,Webex App,15.0,Registered,Pending,2025-11-22
DEV01671,SITE033,USER01734,Cisco 8865,Webex App,15.1,Registered,Provisioned,2026-05-31
DEV01672,SITE010,USER02088,Webex App,Room Kit,14.2,Unregistered,Provisioned,2026-05-07
DEV01673,SITE015,USER02266,Cisco 8841,Room Kit,15.0,Unregistered,Provisioned,2026-08-18
DEV01674,SITE019,USER02420,Cisco 8841,Room Kit,15.1,Unregistered,Provisioned,2026-06-10
DEV01675,SITE017,USER00145,Cisco 8851,8851,15.1,None,Pending,2025-12-13
DEV01676,SITE004,USER00908,Cisco 8851,Webex App,14.2,Unregistered,Provisioned,2025-12-12
DEV01677,SITE029,USER00696,Cisco 8865,8865,15.1,Registered,Provisioned,2025-11-15
DEV01678,SITE009,USER02285,Cisco 8841,8865,15.1,None,Provisioned,2026-05-18
DEV01679,SITE027,USER00349,Cisco 8865,8865,14.4,Registered,Provisioned,2025-12-01
DEV01680,SITE003,USER00261,Cisco 8865,8841,15.0,Unregistered,Provisioned,2025-11-10
DEV01681,SITE002,USER00833,Cisco 8851,8841,15.0,Registered,Provisioned,2026-02-28
DEV01682,SITE028,USER02488,Webex App,8841,14.3,Registered,Pending,2026-01-30
DEV01683,SITE034,USER00048,Room Kit,8851,15.1,Registered,Provisioned,2025-11-02
DEV01684,SITE003,USER01846,Webex App,8851,14.4,Registered,Provisioned,2026-08-23
DEV01685,SITE035,USER01096,Cisco 8865,8851,14.3,Registered,Provisioned,2026-06-30
DEV01686,SITE011,USER00116,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2025-11-30
DEV01687,SITE035,USER02473,Cisco 8841,8865,15.0,Registered,Provisioned,2026-06-16
DEV01688,SITE004,USER00521,Cisco 8865,8851,14.3,Registered,Provisioned,2026-06-04
DEV01689,SITE013,USER02269,Cisco 8841,8865,15.0,Registered,Provisioned,2025-12-14
DEV01690,SITE021,USER01632,Webex App,8865,14.4,Unregistered,Provisioned,2025-11-05
DEV01691,SITE015,USER01871,Cisco 8865,8851,15.0,Registered,Provisioned,2026-03-09
DEV01692,SITE009,USER00125,Cisco 8841,8851,15.0,Unregistered,Provisioned,2026-07-29
DEV01693,SITE031,USER01521,Room Kit,8851,15.1,Registered,Provisioned,2026-01-06
DEV01694,SITE011,USER00155,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-01-31
DEV01695,SITE013,USER02135,Cisco 8841,Webex App,14.2,Registered,Provisioned,2026-08-13
DEV01696,SITE003,USER01493,Webex App,8841,14.2,Registered,Provisioned,2026-01-26
DEV01697,SITE030,USER02081,Cisco 8841,8851,15.0,Unregistered,Provisioned,2026-08-30
DEV01698,SITE013,USER01043,Cisco 8851,Webex App,14.3,Registered,Provisioned,2026-08-15
DEV01699,SITE001,USER01814,Cisco 8851,8841,14.3,Registered,Provisioned,2026-02-06
DEV01700,SITE011,USER01875,Room Kit,8851,14.4,Registered,Provisioned,2026-01-19
DEV01701,SITE005,USER00598,Cisco 8865,Webex App,15.0,Registered,Pending,2026-03-21
DEV01702,SITE025,USER01768,Room Kit,8851,14.3,Registered,Provisioned,2026-08-15
DEV01703,SITE030,USER00818,Cisco 8865,8841,15.0,Registered,Provisioned,2026-05-19
DEV01704,SITE032,USER00093,Cisco 8865,Webex App,15.0,Registered,Provisioned,2026-03-02
DEV01705,SITE013,USER00904,Cisco 8841,8865,15.1,Unregistered,Provisioned,2026-01-13
DEV01706,SITE032,USER02310,Webex App,Room Kit,15.0,Unregistered,Provisioned,2026-07-25
DEV01707,SITE032,USER00988,Webex App,8841,14.4,Registered,Provisioned,2026-01-09
DEV01708,SITE005,USER00207,Cisco 8851,Room Kit,14.3,Unregistered,Provisioned,2026-02-22
DEV01709,SITE027,USER01460,Cisco 8841,8841,14.4,Registered,Provisioned,2026-03-12
DEV01710,SITE028,USER01277,Room Kit,8851,15.1,Registered,Provisioned,2025-12-28
DEV01711,SITE033,USER02425,Cisco 8851,8851,15.1,Registered,Pending,2026-05-10
DEV01712,SITE015,USER00622,Cisco 8865,8841,14.2,Registered,Provisioned,2026-03-27
DEV01713,SITE020,USER01240,Cisco 8851,Webex App,14.2,Registered,Provisioned,2026-01-13
DEV01714,SITE009,USER01585,Webex App,8851,14.4,Registered,Provisioned,2025-12-23
DEV01715,SITE027,USER00647,Cisco 8865,Webex App,15.1,Registered,Provisioned,2026-05-28
DEV01716,SITE012,USER00148,Room Kit,8841,14.2,Registered,Provisioned,2026-03-10
DEV01717,SITE013,USER00036,Webex App,Room Kit,15.1,Registered,Provisioned,2026-05-22
DEV01718,SITE013,USER00265,Room Kit,8841,14.4,Registered,Failed,2025-12-16
DEV01719,SITE034,USER01076,Webex App,Webex App,14.4,Registered,Provisioned,2025-11-24
DEV01720,SITE027,USER00440,Webex App,Room Kit,14.2,Registered,Pending,2026-05-12
DEV01721,SITE026,USER02074,Webex App,Room Kit,14.3,Unregistered,Pending,2026-07-20
DEV01722,SITE035,USER00137,Cisco 8865,8851,15.0,None,Provisioned,2025-11-23
DEV01723,SITE026,USER00162,Cisco 8851,8841,14.2,Registered,Provisioned,2026-04-23
DEV01724,SITE027,USER00724,Cisco 8865,8851,15.1,Registered,Provisioned,2026-01-05
DEV01725,SITE019,USER00598,Webex App,8851,15.1,Registered,Failed,2026-04-02
DEV01726,SITE027,USER02420,Cisco 8865,8841,15.1,Registered,Provisioned,2026-02-26
DEV01727,SITE019,USER01077,Webex App,8841,14.4,Registered,Provisioned,2026-05-14
DEV01728,SITE023,USER01377,Webex App,Room Kit,14.4,Unregistered,Provisioned,2026-05-15
DEV01729,SITE006,USER00192,Room Kit,Room Kit,14.2,Registered,Provisioned,2026-05-27
DEV01730,SITE018,USER01112,Cisco 8841,Webex App,15.1,Registered,Pending,2026-06-30
DEV01731,SITE006,USER00712,Cisco 8841,Webex App,15.0,Registered,Provisioned,2026-02-09
DEV01732,SITE001,USER00035,Cisco 8865,8841,14.2,Registered,Provisioned,2025-12-29
DEV01733,SITE027,USER00935,Webex App,8865,14.4,Unregistered,Provisioned,2026-01-23
DEV01734,SITE009,USER00955,Webex App,Webex App,15.0,Registered,Provisioned,2026-03-28
DEV01735,SITE012,USER00641,Cisco 8865,Room Kit,14.4,Registered,Pending,2025-11-17
DEV01736,SITE014,USER01814,Cisco 8851,8851,15.1,Registered,Provisioned,2026-07-28
DEV01737,SITE033,USER01833,Cisco 8851,8841,14.3,Unregistered,Provisioned,2026-03-14
DEV01738,SITE001,USER00342,Webex App,Webex App,14.2,Registered,Pending,2026-01-08
DEV01739,SITE023,USER01164,Cisco 8851,Webex App,15.0,Unregistered,Provisioned,2026-05-02
DEV01740,SITE008,USER01896,Cisco 8841,8851,15.1,Registered,Provisioned,2025-12-08
DEV01741,SITE002,USER02354,Room Kit,8851,14.3,Unregistered,Provisioned,2025-12-03
DEV01742,SITE025,USER00309,Room Kit,Webex App,14.3,Unregistered,Provisioned,2026-05-01
DEV01743,SITE035,USER00010,Cisco 8851,Webex App,14.2,Registered,Provisioned,2025-12-25
DEV01744,SITE014,USER02322,Cisco 8851,8851,14.3,Registered,Provisioned,2026-05-29
DEV01745,SITE026,USER01610,Webex App,8841,15.0,Registered,Provisioned,2026-08-12
DEV01746,SITE004,USER01626,Webex App,8851,14.2,Registered,Provisioned,2025-12-05
DEV01747,SITE024,USER01451,Cisco 8851,Webex App,15.1,Registered,Provisioned,2026-08-08
DEV01748,SITE027,USER01129,Cisco 8865,8865,14.2,Registered,Provisioned,2026-05-12
DEV01749,SITE019,USER00683,Cisco 8841,8841,15.0,Registered,Provisioned,2026-05-08
DEV01750,SITE011,USER02322,Cisco 8841,8865,14.4,Registered,Provisioned,2026-02-26
DEV01751,SITE022,USER00983,Cisco 8851,8865,14.4,Registered,Pending,2026-08-11
DEV01752,SITE029,USER01719,Cisco 8865,8865,14.2,Registered,Provisioned,2025-11-01
DEV01753,SITE035,USER00255,Cisco 8865,8851,15.0,Registered,Pending,2026-01-06
DEV01754,SITE023,USER00805,Webex App,Room Kit,14.3,Registered,Provisioned,2026-02-18
DEV01755,SITE020,USER00296,Cisco 8841,8841,15.1,Registered,Provisioned,2026-01-07
DEV01756,SITE013,USER02183,Cisco 8851,Webex App,14.4,None,Provisioned,2026-08-28
DEV01757,SITE010,USER01606,Cisco 8865,Webex App,14.3,Registered,Failed,2026-07-10
DEV01758,SITE030,USER01513,Cisco 8865,Webex App,15.0,Registered,Provisioned,2026-02-23
DEV01759,SITE029,USER01251,Cisco 8851,Room Kit,14.3,None,Pending,2025-11-04
DEV01760,SITE018,USER01707,Cisco 8841,8851,14.3,Unregistered,Provisioned,2026-07-28
DEV01761,SITE032,USER00835,Cisco 8841,8865,14.2,Unregistered,Provisioned,2026-06-21
DEV01762,SITE008,USER00757,Webex App,8851,14.2,Registered,Provisioned,2025-11-27
DEV01763,SITE003,USER00975,Cisco 8865,8841,14.3,Registered,Provisioned,2026-05-21
DEV01764,SITE021,USER01692,Cisco 8841,8841,14.2,Registered,Provisioned,2026-01-12
DEV01765,SITE012,USER00243,Cisco 8841,Webex App,15.1,Registered,Pending,2026-01-11
DEV01766,SITE020,USER00409,Cisco 8865,8841,14.3,Registered,Provisioned,2026-05-15
DEV01767,SITE014,USER01149,Cisco 8851,8841,14.4,None,Pending,2025-11-02
DEV01768,SITE014,USER01658,Cisco 8865,Webex App,15.1,Registered,Provisioned,2026-07-26
DEV01769,SITE032,USER01313,Cisco 8865,8865,14.4,Registered,Failed,2026-06-09
DEV01770,SITE013,USER01610,Room Kit,8851,14.3,Registered,Provisioned,2026-06-24
DEV01771,SITE014,USER00048,Room Kit,8865,14.3,Registered,Provisioned,2025-12-11
DEV01772,SITE002,USER01978,Cisco 8865,Room Kit,14.3,Registered,Provisioned,2026-08-16
DEV01773,SITE018,USER01111,Room Kit,Webex App,15.1,Registered,Provisioned,2026-05-28
DEV01774,SITE013,USER01357,Webex App,8865,14.2,Registered,Provisioned,2026-08-22
DEV01775,SITE010,USER01920,Cisco 8851,Webex App,14.3,Registered,Provisioned,2026-01-08
DEV01776,SITE032,USER01867,Room Kit,8851,15.1,Registered,Failed,2025-11-22
DEV01777,SITE026,USER00728,Cisco 8865,Webex App,14.3,Registered,Provisioned,2026-05-27
DEV01778,SITE002,USER02061,Cisco 8865,8841,14.3,Registered,Provisioned,2026-02-17
DEV01779,SITE018,USER00129,Cisco 8841,8841,14.4,Registered,Pending,2026-04-12
DEV01780,SITE035,USER00564,Room Kit,8851,15.0,Unregistered,Provisioned,2026-02-05
DEV01781,SITE003,USER01611,Cisco 8841,8865,14.3,None,Provisioned,2026-08-16
DEV01782,SITE017,USER01891,Room Kit,8865,15.0,Registered,Provisioned,2026-05-03
DEV01783,SITE033,USER00013,Cisco 8851,Room Kit,14.2,Registered,Pending,2026-07-06
DEV01784,SITE019,USER02165,Cisco 8865,8841,14.2,Unregistered,Failed,2026-07-11
DEV01785,SITE003,USER00124,Cisco 8851,8865,14.3,Registered,Provisioned,2026-04-13
DEV01786,SITE019,USER00527,Webex App,8865,14.4,Registered,Provisioned,2026-05-09
DEV01787,SITE002,USER00951,Cisco 8841,8841,14.2,Unregistered,Provisioned,2026-06-13
DEV01788,SITE013,USER02035,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2026-08-31
DEV01789,SITE012,USER01993,Cisco 8851,8841,15.1,Registered,Failed,2025-12-29
DEV01790,SITE020,USER02315,Webex App,Room Kit,15.0,Registered,Provisioned,2026-06-29
DEV01791,SITE032,USER01988,Cisco 8841,8851,14.4,Registered,Provisioned,2026-04-28
DEV01792,SITE003,USER01362,Webex App,8865,15.1,Registered,Provisioned,2025-11-16
DEV01793,SITE006,USER02363,Webex App,8841,15.1,Registered,Provisioned,2026-01-07
DEV01794,SITE013,USER02348,Room Kit,8851,14.3,Registered,Provisioned,2026-02-04
DEV01795,SITE004,USER00708,Cisco 8841,Webex App,14.4,Registered,Provisioned,2026-05-27
DEV01796,SITE025,USER01950,Cisco 8865,8865,14.2,Registered,Provisioned,2026-05-21
DEV01797,SITE021,USER00272,Cisco 8851,8841,15.1,Registered,Provisioned,2026-01-26
DEV01798,SITE011,USER01829,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2026-01-13
DEV01799,SITE011,USER00615,Webex App,Room Kit,14.3,Registered,Pending,2026-02-17
DEV01800,SITE003,USER01025,Cisco 8851,Webex App,15.0,Registered,Failed,2026-02-24
DEV01801,SITE025,USER01724,Room Kit,Webex App,14.4,Registered,Provisioned,2026-04-03
DEV01802,SITE018,USER01731,Cisco 8841,8841,15.1,Registered,Provisioned,2026-08-17
DEV01803,SITE010,USER00057,Webex App,8851,14.4,Registered,Provisioned,2025-11-22
DEV01804,SITE032,USER01621,Cisco 8851,8865,14.4,Registered,Provisioned,2026-01-25
DEV01805,SITE008,USER01089,Room Kit,Webex App,14.3,Unregistered,Provisioned,2026-05-10
DEV01806,SITE005,USER00151,Cisco 8851,Room Kit,14.4,Registered,Provisioned,2025-12-19
DEV01807,SITE022,USER00999,Cisco 8841,8851,14.4,Unregistered,Pending,2026-02-19
DEV01808,SITE024,USER00620,Cisco 8865,Room Kit,15.0,Registered,Provisioned,2025-12-21
DEV01809,SITE011,USER01135,Cisco 8865,Webex App,15.1,None,Pending,2026-03-26
DEV01810,SITE022,USER01814,Cisco 8851,8851,14.4,Registered,Provisioned,2026-01-30
DEV01811,SITE029,USER00869,Cisco 8841,Webex App,14.4,Registered,Provisioned,2026-01-20
DEV01812,SITE029,USER01624,Cisco 8841,8841,15.1,None,Provisioned,2026-04-07
DEV01813,SITE027,USER01093,Webex App,8841,15.0,Registered,Provisioned,2026-04-04
DEV01814,SITE033,USER00986,Room Kit,8851,14.3,Registered,Provisioned,2026-02-05
DEV01815,SITE031,USER01861,Webex App,Room Kit,14.2,Registered,Provisioned,2026-07-01
DEV01816,SITE031,USER01807,Cisco 8851,8841,15.0,Registered,Provisioned,2026-08-07
DEV01817,SITE031,USER01901,Cisco 8865,Webex App,14.2,Registered,Pending,2026-05-15
DEV01818,SITE013,USER02154,Cisco 8865,8851,15.1,Registered,Provisioned,2026-07-12
DEV01819,SITE023,USER00180,Cisco 8851,Webex App,14.2,Unregistered,Failed,2026-05-10
DEV01820,SITE031,USER01888,Webex App,Room Kit,14.2,Registered,Pending,2026-08-22
DEV01821,SITE019,USER01207,Cisco 8865,8851,15.0,Registered,Provisioned,2026-03-22
DEV01822,SITE029,USER01397,Room Kit,8841,14.3,Unregistered,Provisioned,2026-03-17
DEV01823,SITE018,USER01402,Cisco 8851,8865,14.2,Registered,Provisioned,2026-08-17
DEV01824,SITE015,USER00131,Cisco 8851,Webex App,14.4,Registered,Pending,2026-06-07
DEV01825,SITE007,USER01237,Cisco 8865,8851,14.3,Registered,Provisioned,2026-05-18
DEV01826,SITE015,USER02062,Webex App,8865,14.2,Unregistered,Provisioned,2025-11-29
DEV01827,SITE026,USER01903,Room Kit,Room Kit,14.4,Registered,Provisioned,2026-03-02
DEV01828,SITE009,USER00209,Room Kit,8841,14.3,Registered,Provisioned,2026-02-25
DEV01829,SITE007,USER01104,Webex App,8851,15.1,Registered,Provisioned,2026-02-04
DEV01830,SITE005,USER02163,Cisco 8851,8865,15.1,Registered,Provisioned,2026-04-20
DEV01831,SITE035,USER01509,Cisco 8851,8865,14.3,Unregistered,Provisioned,2025-12-27
DEV01832,SITE015,USER01445,Cisco 8851,8841,14.2,Registered,Failed,2026-07-31
DEV01833,SITE004,USER02265,Room Kit,8841,14.2,Unregistered,Failed,2025-12-14
DEV01834,SITE028,USER00640,Cisco 8865,Room Kit,14.3,Registered,Provisioned,2026-08-27
DEV01835,SITE025,USER01080,Room Kit,Room Kit,15.1,Registered,Pending,2026-06-14
DEV01836,SITE013,USER00751,Webex App,8851,15.1,Unregistered,Provisioned,2025-12-10
DEV01837,SITE033,USER00595,Cisco 8841,8851,14.4,Registered,Provisioned,2026-06-24
DEV01838,SITE031,USER00614,Cisco 8851,8841,15.1,Registered,Provisioned,2026-04-05
DEV01839,SITE035,USER00482,Cisco 8865,8865,14.4,Registered,Provisioned,2026-08-30
DEV01840,SITE018,USER01392,Cisco 8841,8865,14.3,Registered,Provisioned,2026-01-01
DEV01841,SITE008,USER01891,Cisco 8851,Room Kit,15.1,Registered,Failed,2026-05-27
DEV01842,SITE025,USER00650,Cisco 8851,8865,15.0,None,Provisioned,2026-07-29
DEV01843,SITE032,USER01156,Room Kit,8865,14.4,Registered,Provisioned,2026-04-13
DEV01844,SITE009,USER01083,Room Kit,8851,14.4,Registered,Pending,2025-12-20
DEV01845,SITE023,USER00052,Cisco 8841,8841,15.0,Unregistered,Provisioned,2026-02-19
DEV01846,SITE021,USER00384,Cisco 8841,Room Kit,14.4,Registered,Provisioned,2025-11-30
DEV01847,SITE013,USER00004,Webex App,Webex App,15.0,None,Provisioned,2026-06-09
DEV01848,SITE021,USER00282,Cisco 8865,Room Kit,15.1,None,Provisioned,2026-01-08
DEV01849,SITE029,USER01101,Cisco 8841,8865,14.4,Registered,Provisioned,2026-03-03
DEV01850,SITE026,USER00972,Room Kit,Room Kit,14.3,Registered,Pending,2026-03-29
DEV01851,SITE017,USER01710,Cisco 8851,8865,15.1,Registered,Provisioned,2026-08-16
DEV01852,SITE008,USER00264,Room Kit,Webex App,14.2,Registered,Provisioned,2026-05-07
DEV01853,SITE019,USER00295,Cisco 8865,8851,14.4,Registered,Provisioned,2026-07-16
DEV01854,SITE016,USER00733,Cisco 8851,8851,15.1,Registered,Provisioned,2025-11-19
DEV01855,SITE017,USER00903,Cisco 8841,Room Kit,14.2,Registered,Provisioned,2026-06-07
DEV01856,SITE032,USER01156,Cisco 8865,Webex App,15.1,Registered,Provisioned,2026-02-18
DEV01857,SITE001,USER00984,Cisco 8851,Room Kit,15.1,Unregistered,Provisioned,2026-05-22
DEV01858,SITE033,USER01518,Cisco 8841,Webex App,15.1,Registered,Provisioned,2026-03-06
DEV01859,SITE030,USER00273,Cisco 8851,Webex App,15.0,Registered,Pending,2025-11-18
DEV01860,SITE010,USER01514,Room Kit,Webex App,15.1,Registered,Provisioned,2026-01-05
DEV01861,SITE029,USER01758,Cisco 8865,Room Kit,14.4,Registered,Provisioned,2026-01-17
DEV01862,SITE006,USER01017,Webex App,8851,14.3,None,Pending,2026-05-15
DEV01863,SITE016,USER00226,Room Kit,Room Kit,15.1,Registered,Provisioned,2025-12-18
DEV01864,SITE026,USER00111,Room Kit,Room Kit,14.4,Registered,Pending,2026-06-17
DEV01865,SITE005,USER01076,Cisco 8841,Webex App,14.4,Registered,Provisioned,2026-01-27
DEV01866,SITE033,USER00431,Cisco 8851,8851,15.0,Registered,Provisioned,2025-12-03
DEV01867,SITE032,USER02164,Room Kit,8851,14.3,None,Provisioned,2025-11-29
DEV01868,SITE011,USER02410,Cisco 8841,8865,15.1,None,Pending,2026-03-11
DEV01869,SITE021,USER00910,Cisco 8851,8865,14.2,Unregistered,Provisioned,2026-06-27
DEV01870,SITE007,USER00766,Webex App,Room Kit,14.4,Unregistered,Provisioned,2026-02-27
DEV01871,SITE018,USER00222,Room Kit,Room Kit,15.0,Registered,Provisioned,2026-02-19
DEV01872,SITE030,USER00392,Room Kit,8851,15.1,Registered,Provisioned,2026-07-14
DEV01873,SITE014,USER00723,Cisco 8841,Room Kit,15.0,Registered,Failed,2026-05-25
DEV01874,SITE015,USER02039,Cisco 8851,Room Kit,15.0,Registered,Provisioned,2026-04-29
DEV01875,SITE023,USER01384,Webex App,Room Kit,15.1,Registered,Provisioned,2026-03-17
DEV01876,SITE015,USER00638,Cisco 8865,8851,14.3,Registered,Pending,2026-08-13
DEV01877,SITE006,USER00941,Cisco 8841,8841,14.2,Registered,Provisioned,2026-01-05
DEV01878,SITE015,USER00966,Cisco 8865,8841,15.0,Registered,Provisioned,2026-05-04
DEV01879,SITE021,USER00536,Cisco 8865,Room Kit,14.4,Registered,Provisioned,2026-06-03
DEV01880,SITE030,USER00829,Room Kit,Webex App,15.1,Registered,Failed,2025-11-19
DEV01881,SITE034,USER00408,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2025-12-12
DEV01882,SITE018,USER00518,Room Kit,8841,14.2,Registered,Provisioned,2026-04-20
DEV01883,SITE019,USER00241,Room Kit,8841,15.1,Registered,Provisioned,2026-04-20
DEV01884,SITE004,USER00710,Cisco 8865,Webex App,14.3,Registered,Provisioned,2026-03-27
DEV01885,SITE003,USER00337,Room Kit,Webex App,14.3,Registered,Provisioned,2026-05-30
